empty_slots,free_bikes,id,latitude,longitude,name,timestamp,extra.ebikes,extra.has_ebikes,extra.last_updated,extra.payment,extra.payment-terminal,extra.renting,extra.returning,extra.slots,extra.uid
25,4,f009a246a1f45c52eaa72e0f35b89090,40.6663181,-73.9854617,6 Ave & 12 St,2022-12-05T01:39:35.898000Z,1,True,1670203127,"['creditcard', 'key']",True,1,1,29,3313
28,10,1149c5beaeddd94339fe4d3ed7a55d2b,40.7817212,-73.94594,1 Ave & E 94 St,2022-12-05T01:39:35.899000Z,2,True,1670201929,"['creditcard', 'key']",True,1,1,39,3312
16,7,3a7d5139a9ddf20d1b0cb2d212a750ce,40.6847514,-73.99917254,Henry St & Degraw St,2022-12-05T01:39:35.901000Z,5,True,1670203092,"['creditcard', 'key']",True,1,1,23,3315
16,5,3922379771bcee233aba6ec9f678cfd2,40.6686273,-73.98700053,10 St & 5 Ave,2022-12-05T01:39:35.902000Z,1,True,1670198547,"['creditcard', 'key']",True,1,1,24,3317
13,5,8e627581e0e60a938a49d11e381e9268,40.666287,-73.98895053,14 St & 5 Ave,2022-12-05T01:39:35.894000Z,3,True,1670203718,"['creditcard', 'key']",True,1,1,21,3319
23,11,07059ec6916545496bfd61cbec35ef14,40.75325964,-73.94335788,21 St & Queens Plaza North,2022-12-05T01:39:36.511000Z,0,True,1670203185,"['creditcard', 'key']",True,1,1,35,3130
1,27,68c50a9801f9242440803b6554ba3761,40.7449067,-73.9534573,Vernon Blvd & 47 Rd,2022-12-05T01:39:36.450000Z,2,True,1670200585,"['creditcard', 'key']",True,1,1,31,3611
7,8,8350288432f1e6c3a1a1e425a84ffa86,40.7703743,-73.9286078,30 Ave & 21 St,2022-12-05T01:39:36.451000Z,0,True,1670196800,"['creditcard', 'key']",True,1,1,15,3612
2,23,4ce078ea237cf8bd7c0c9bff6bed3423,40.745038,-73.957539,Center Blvd & 48 Ave,2022-12-05T01:39:36.452000Z,1,True,1670202659,"['creditcard', 'key']",True,1,1,27,3613
18,2,e68bd408bba2486a42bc33a42b4ad56b,40.768692,-73.9249574,Crescent St & 30 Ave,2022-12-05T01:39:36.452000Z,0,True,1670202194,"['creditcard', 'key']",True,1,1,23,3614
21,4,31204ec136d07f7cc89f5be88a266213,40.7656251,-73.9136695,Steinway St & 28 Ave,2022-12-05T01:39:36.453000Z,2,True,1670203337,"['creditcard', 'key']",True,1,1,25,3616
19,6,751a921c50096046b6ae86b02e5fe14c,40.7671,-73.9169858,28 Ave & 35 St,2022-12-05T01:39:36.454000Z,6,True,1670203651,"['creditcard', 'key']",True,1,1,27,3617
10,20,ab1dffd4d35e54e71933173187a69957,40.7485,-73.941275,27 St & Hunter St,2022-12-05T01:39:36.455000Z,6,True,1670204329,"['creditcard', 'key']",True,1,1,33,3618
22,5,36727c1f2fef796db977c7212dee40eb,40.7713615,-73.9246145,Newtown Ave & 23 St,2022-12-05T01:39:36.456000Z,1,True,1670203498,"['creditcard', 'key']",True,1,1,27,3619
4,12,03e019e9196565fff548088c8662200e,40.69064807082943,-73.95746178925037,DeKalb Ave & Franklin Ave,2022-12-05T01:39:35.541000Z,8,True,1670204266,"['creditcard', 'key']",True,1,1,19,3755
4,19,f566f1604a110e77162f79ff2189256f,40.710681,-73.93372,Stagg St & Morgan Ave,2022-12-05T01:39:35.541000Z,1,True,1670203809,"['creditcard', 'key']",True,1,1,23,3757
3,17,5d2facf67e9fdcfad0cb250e42c2bbc4,40.704508,-73.9351,White St & Moore St,2022-12-05T01:39:35.542000Z,1,True,1670202714,"['creditcard', 'key']",True,1,1,21,3756
9,11,24b7779e1a1da7a58eb229ece1ddff8e,40.68763155,-74.0016256,Columbia St & Kane St,2022-12-05T01:39:35.896000Z,0,True,1670198215,"['creditcard', 'key']",True,1,1,20,3311
13,8,fd182aba25e81ba1adfe4fe1eaf32525,40.68940747,-73.96885458,DeKalb Ave & Vanderbilt Ave,2022-12-05T01:39:35.544000Z,2,True,1670204209,"['creditcard', 'key']",True,1,1,23,258
4,49,06e1188664fdade16905bd96fa594334,40.70122128,-74.01234218,South St & Whitehall St,2022-12-05T01:39:35.545000Z,4,True,1670201076,"['creditcard', 'key']",True,1,1,55,259
1,26,c6c424dfa383afd46161ca9204beff3b,40.73226398,-73.99852205,MacDougal St & Washington Sq,2022-12-05T01:39:35.549000Z,3,True,1670204346,"['creditcard', 'key']",True,1,1,33,252
45,8,8128189d0fd53b0aabca9b8c742e97e8,40.77966809007312,-73.98093044757842,Amsterdam Ave & W 73 St,2022-12-05T01:39:36.850000Z,5,True,1670203906,"['creditcard', 'key']",True,1,1,55,3167
49,14,ff2f088627090e550307de251e788b80,40.7770575,-73.97898475,Columbus Ave & W 72 St,2022-12-05T01:39:36.850000Z,1,True,1670204298,"['creditcard', 'key']",True,1,1,67,3164
7,15,954fd419087ea9e0b272fae48c946fc8,40.72317958,-73.99480012,Mott St & Prince St,2022-12-05T01:39:35.551000Z,2,True,1670203718,"['creditcard', 'key']",True,1,1,27,251
3,71,4cbfaa21aaba97a7316891820ab33f65,40.71939226,-74.00247214,Lispenard St & Broadway,2022-12-05T01:39:35.552000Z,9,True,1670204151,"['creditcard', 'key']",True,1,1,79,257
33,12,fc4aa829fb9fd8fc1674c29d8ab374b3,40.73532427,-73.99800419,W 11 St & 6 Ave,2022-12-05T01:39:35.553000Z,2,True,1670203482,"['creditcard', 'key']",True,1,1,47,254
51,8,190584424bf3fd3e1a33ebc7b6b86095,40.7801839724239,-73.97728532552719,W 76 St & Columbus Ave,2022-12-05T01:39:36.853000Z,2,True,1670203143,"['creditcard', 'key']",True,1,1,59,3161
2,26,b1b27b23c3eefe90e781026f7819d5ad,40.6728155,-73.98352355,5 Ave & 3 St,2022-12-05T01:39:36.853000Z,9,True,1670204230,"['creditcard', 'key']",True,1,1,30,3368
17,5,44b4c228dbb24fd32a7e1060943db7db,40.7724607,-73.9468208,E 82 St & East End Ave,2022-12-05T01:39:36.854000Z,3,True,1670204097,"['creditcard', 'key']",True,1,1,29,3369
17,7,13b16fc397c36417677de56e7c498a73,40.6751622,-73.9814832,Carroll St & 5 Ave,2022-12-05T01:39:36.855000Z,5,True,1670204346,"['creditcard', 'key']",True,1,1,27,3364
23,3,677ee665169954ec141a7272b6b6a166,40.6703837,-73.97839676,3 St & 7 Ave,2022-12-05T01:39:36.855000Z,1,True,1670203327,"['creditcard', 'key']",True,1,1,27,3365
22,7,5efd2e03ec8c2c6852a08b241e374f61,40.8021174,-73.9681805305,West End Ave & W 107 St,2022-12-05T01:39:36.856000Z,4,True,1670202805,"['creditcard', 'key']",True,1,1,31,3366
24,9,5d23057ab3b6b9e9790a1de195d639a6,40.7922553,-73.95249933,5 Ave & E 103 St,2022-12-05T01:39:36.857000Z,5,True,1670202400,"['creditcard', 'key']",True,1,1,39,3367
26,8,3ccf23026c38cd6efa2292afa7b79ae9,40.7781314,-73.96069399,Madison Ave & E 82 St,2022-12-05T01:39:36.858000Z,5,True,1670202085,"['creditcard', 'key']",True,1,1,34,3362
27,6,ae1bdd20f83eb7da803704a29dc044b5,40.7904828,-73.95033068,E 102 St & Park Ave,2022-12-05T01:39:36.859000Z,1,True,1670203750,"['creditcard', 'key']",True,1,1,33,3363
13,33,8d1406d6a6ba6e73bf1b2ceb41fc49e9,40.74901271,-73.98848395,6 Ave & W 33 St,2022-12-05T01:39:35.917000Z,2,True,1670204314,"['creditcard', 'key']",True,1,1,52,505
68,9,0e204689b2d8b2eeb8a655b316e693c6,40.76228826,-73.98336183,Broadway & W 51 St,2022-12-05T01:39:35.919000Z,2,True,1670204031,"['creditcard', 'key']",True,1,1,78,500
46,33,eaa1bf5aec2885ff78ce02e4c02547c9,40.744219,-73.97121214,FDR Drive & E 35 St,2022-12-05T01:39:35.925000Z,2,True,1670203946,"['creditcard', 'key']",True,1,1,83,501
17,15,8abb3edb6f70e034992bcf0d6e462b50,40.74395411,-73.99144871,W 25 St & 6 Ave,2022-12-05T01:39:36.866000Z,3,True,1670203930,"['creditcard', 'key']",True,1,1,35,466
47,27,a8f1b617368964ed2279c87ba55a5aa5,40.75323098,-73.97032517,E 47 St & 2 Ave,2022-12-05T01:39:35.554000Z,2,True,1670202995,"['creditcard', 'key']",True,1,1,77,164
43,9,9143d01d7f45d28d74829ababf34390c,40.7687620293096,-73.95840793848038,2 Ave & E 72 St,2022-12-05T01:39:36.464000Z,5,True,1670204299,"['creditcard', 'key']",True,1,1,55,3725
45,0,6174d47f914c0a14fd92a1e50f754ebb,40.799041392882984,-73.96649479866028,W 104 St & Amsterdam Ave,2022-12-05T01:39:35.556000Z,0,True,1670202970,"['creditcard', 'key']",True,1,1,47,3689
8,10,16bb066f9162599f02694ac3f85c0d67,40.71517767732029,-74.03768330812454,Grand St,2022-12-05T01:39:35.559000Z,5,True,1670198168,"['creditcard', 'key']",True,1,1,18,3681
0,36,115b9f8aac6bb63a94f73ad020f17018,40.739448201304036,-74.00507032871246,Gansevoort St & Hudson St,2022-12-05T01:39:35.562000Z,2,True,1670204266,"['creditcard', 'key']",True,1,1,39,3686
30,12,30c84a4a1fedd0477fa9af1744edccd4,40.77314236,-73.95856158,E 77 St & 3 Ave,2022-12-05T01:39:36.740000Z,3,True,1670203510,"['creditcard', 'key']",True,1,1,46,3154
47,11,bfa2452a7af65bca716a9f5cb98307a4,40.739445,-73.976806,E 27 St & 1 Ave,2022-12-05T01:39:36.722000Z,0,True,1670203112,"['creditcard', 'key']",True,1,1,59,2012
14,11,3a3736819921a35d0cede9ca2d2177e4,40.8125511,-73.9492286,Frederick Douglass Blvd & W 129 St,2022-12-05T01:39:35.564000Z,0,True,1670203437,"['creditcard', 'key']",True,1,1,27,3531
13,5,f24e6dc015d0cf4366ec438777f3a125,40.7787185,-73.9145645,Crescent St & Ditmars Blvd,2022-12-05T01:39:35.565000Z,1,True,1670199586,"['creditcard', 'key']",True,1,1,19,3530
11,19,bb6f04a6011f167df66a6562278f776c,40.8114323,-73.9518776,St. Nicholas Ave & W 126 St,2022-12-05T01:39:35.566000Z,0,True,1670203480,"['creditcard', 'key']",True,1,1,34,3533
23,4,6f77887d623b0b94192a6cfac9feac00,40.78145,-73.9183302,Ditmars Blvd & 19 St,2022-12-05T01:39:35.567000Z,1,True,1670202315,"['creditcard', 'key']",True,1,1,27,3532
24,13,27a5821f18d045c2df14a21a0a649aef,40.805159,-73.954692,Frederick Douglass Blvd & W 117 St,2022-12-05T01:39:35.568000Z,3,True,1670203045,"['creditcard', 'key']",True,1,1,39,3534
25,2,b784c81c2bad68ffb7141fc673054068,40.6809741,-73.9710097,Carlton Ave & Dean St,2022-12-05T01:39:35.570000Z,0,True,1670201896,"['creditcard', 'key']",True,1,1,29,3537
35,7,49c2cfebcf344b6df92739fab35f098f,40.8082,-73.9641,W 116 St & Broadway,2022-12-05T01:39:35.571000Z,7,True,1670204142,"['creditcard', 'key']",True,1,1,43,3536
18,11,98bd85a891bb604d3f06d38dfc3637f6,40.8067581,-73.9607082,W 116 St & Amsterdam Ave,2022-12-05T01:39:35.572000Z,9,True,1670203844,"['creditcard', 'key']",True,1,1,43,3539
32,10,5e1983d15479e458c8c515bc6520aedb,40.802692,-73.96295,W 110 St & Amsterdam Ave,2022-12-05T01:39:35.573000Z,7,True,1670204216,"['creditcard', 'key']",True,1,1,45,3538
27,4,d1bc13fee0432641ebcc5e29f81e20f3,40.7987859,-73.9523,Lenox Ave & W 111 St,2022-12-05T01:39:35.474000Z,2,True,1670204134,"['creditcard', 'key']",True,1,1,36,3521
8,6,9557c45cfe5f2b8e9ed1bbb799407a12,40.7141454,-74.0335519,Paulus Hook,2022-12-05T01:39:36.869000Z,1,True,1670201030,"['creditcard', 'key']",True,1,1,14,3184
6,16,34cfd104ee44ca3dc900629a7c2349ce,40.7177325,-74.043845,City Hall,2022-12-05T01:39:36.870000Z,16,True,1670204192,"['creditcard', 'key']",True,1,1,22,3185
0,10,e0ec6c7b6926afc6ff7dd3799c9ebfa5,40.71958611647166,-74.04311746358871,Grove St PATH,2022-12-05T01:39:36.870000Z,1,True,1670204219,"['creditcard', 'key']",True,1,1,42,3186
8,13,c84504dbefaca0ed39e8f0d29a7ee360,40.7211236,-74.03805095,Warren St,2022-12-05T01:39:36.871000Z,6,True,1670201412,"['creditcard', 'key']",True,1,1,22,3187
5,13,e3c3507f71a83636213f6db71ed6196b,40.7169811,-73.94485918,Graham Ave & Withers St,2022-12-05T01:39:36.628000Z,2,True,1670203036,"['creditcard', 'key']",True,1,1,18,3094
1,38,aa51f178f636cc6e855d1743bc473681,40.7262807,-73.98978041,E 4 St & 2 Ave,2022-12-05T01:39:35.680000Z,9,True,1670203919,"['creditcard', 'key']",True,1,1,43,439
22,5,0f2448fc366771b90e727bb51a52fcf5,40.6686744,-73.9618148,Carroll St & Washington Ave,2022-12-05T01:39:36.211000Z,0,True,1670204249,"['creditcard', 'key']",True,1,1,27,3587
27,2,a6284a38e5eb20898a1bf2d344979818,40.8013066,-73.9398167,Lexington Ave & E 120 St,2022-12-05T01:39:36.926000Z,1,True,1670201388,"['creditcard', 'key']",True,1,1,29,3506
17,4,0d7fe405cb77b3e2c671c6256cd47ef8,40.6791944,-73.9587903,Pacific St & Classon Ave,2022-12-05T01:39:36.487000Z,0,True,1670200379,"['creditcard', 'key']",True,1,1,21,3546
36,4,1719462637fb7aef8e2f767f70ad0d0c,40.8143256,-73.9590255,Broadway & Moylan Pl,2022-12-05T01:39:36.488000Z,2,True,1670203644,"['creditcard', 'key']",True,1,1,41,3547
17,18,08af190e87c3a151fb80c6110b42d470,40.81,-73.9551508,Morningside Ave & W 123 St,2022-12-05T01:39:36.489000Z,1,True,1670203858,"['creditcard', 'key']",True,1,1,35,3540
33,13,23872102dc152c782b8eb21d74b505d8,40.76312584,-73.96526895,3 Ave & E 62 St,2022-12-05T01:39:36.507000Z,0,True,1670204195,"['creditcard', 'key']",True,1,1,51,3134
6,7,385618ca13d367c056ba4b376a85ae5b,40.7236589,-74.0641943,Baldwin at Montgomery,2022-12-05T01:39:35.574000Z,2,True,1670198233,"['creditcard', 'key']",True,1,1,14,3225
24,3,924c571dded5dd56bcacca64f621c966,40.743,-73.93561,47 Ave & 31 St,2022-12-05T01:39:35.575000Z,0,True,1670186239,"['creditcard', 'key']",True,1,1,27,3221
2,27,d93b4c67d7689eb23b2bc0ad6b53f7d2,40.77282817,-73.96685276,5 Ave & E 72 St,2022-12-05T01:39:36.508000Z,11,True,1670203945,"['creditcard', 'key']",True,0,0,31,3137
3,39,bc1319b1d95ef9e86d3bf0734c4c6170,40.71602118,-73.99974372,Bayard St & Baxter St,2022-12-05T01:39:36.879000Z,2,True,1670203942,"['creditcard', 'key']",True,1,1,43,355
30,31,71166ca10620ead0519fc2c02470b9aa,40.69363137,-73.96223558,Emerson Pl & Myrtle Ave,2022-12-05T01:39:36.879000Z,1,True,1670203938,"['creditcard', 'key']",True,1,1,63,354
18,8,009750d7dc4dec3f0fc06547e41ba3a8,40.68539567,-73.97431458,S Portland Ave & Hanson Pl,2022-12-05T01:39:36.380000Z,0,True,1670203831,"['creditcard', 'key']",True,1,1,27,353
4,40,337518644c49baaccf74a42d3e1ce0b7,40.71559509,-73.9870295,Clinton St & Grand St,2022-12-05T01:39:36.881000Z,1,True,1670204340,"['creditcard', 'key']",True,1,1,47,350
7,41,b1174251eded1f916a7f507ead116fc5,40.73291553,-74.00711384,Christopher St & Greenwich St,2022-12-05T01:39:36.396000Z,6,True,1670203620,"['creditcard', 'key']",True,1,1,50,358
22,12,9a89c50d230293995f62e01e96079ab5,40.70037867,-73.99548059,Columbia Heights & Cranberry St,2022-12-05T01:39:35.976000Z,4,True,1670202394,"['creditcard', 'key']",True,1,1,37,216
30,25,bf4e6b16eab4099fc230cc529ae57c63,40.74334935,-74.00681753,W 16 St & The High Line,2022-12-05T01:39:35.977000Z,3,True,1670204344,"['creditcard', 'key']",True,1,1,60,212
22,8,ce0c8f186d0e53f3d808a83178032d57,40.814394437915816,-73.95324736833572,W 129 St & Convent Ave,2022-12-05T01:39:35.983000Z,2,True,1670200923,"['creditcard', 'key']",True,1,1,30,3649
0,18,3c6011af7e931695b712af27b99603cc,40.702997,-73.92997,George St & Wilson Ave,2022-12-05T01:39:35.540000Z,5,True,1670203498,"['creditcard', 'key']",True,1,1,19,3758
13,4,bc41ba851a1022db37e479b603e523a8,40.68488,-73.96304,Cambridge Pl & Gates Ave,2022-12-05T01:39:36.494000Z,0,True,1670204070,"['creditcard', 'key']",True,1,1,18,3049
28,30,84142b715e9baed1e9fd906355599cd6,40.7981856,-73.9605909006,W 106 St & Central Park West,2022-12-05T01:39:35.578000Z,8,True,1670204246,"['creditcard', 'key']",True,1,1,59,3323
12,8,0ed61602506b53c189e24130f4c512fd,40.67434,-74.00194698,Clinton St & Centre St,2022-12-05T01:39:35.579000Z,0,True,1670202972,"['creditcard', 'key']",True,1,1,21,3326
17,10,92044b4dd19a8490f5993eccb19079ec,40.7877214,-73.94728331,3 Ave & E 100 St,2022-12-05T01:39:35.580000Z,2,True,1670203703,"['creditcard', 'key']",True,1,1,27,3327
18,6,a6c8e3397cd3c058c11ef1dda5380361,40.67890679,-73.94142771,Kingston Ave & Herkimer St,2022-12-05T01:39:36.495000Z,1,True,1670201215,"['creditcard', 'key']",True,1,1,24,3041
11,15,495a889770e8f25d4b232ec7e260bc2d,40.6829151,-73.99318208,Degraw St & Smith St,2022-12-05T01:39:35.581000Z,1,True,1670203721,"['creditcard', 'key']",True,1,1,27,3329
12,7,6d56d6028c19aec5f5db9756670c4e82,40.6814598,-73.934903,Lewis Ave & Decatur St,2022-12-05T01:39:36.496000Z,6,True,1670202110,"['creditcard', 'key']",True,1,1,19,3043
16,2,4b8006ed1946622e1a5807dfe5006856,40.6794268,-73.9298911,Fulton St & Utica Ave,2022-12-05T01:39:36.497000Z,1,True,1670197038,"['creditcard', 'key']",True,1,1,19,3042
25,2,936e40e5c8a1ed40d4f530a8331b0f7a,40.6800105,-73.938475,Albany Ave & Fulton St,2022-12-05T01:39:36.498000Z,1,True,1670204322,"['creditcard', 'key']",True,1,1,27,3044
18,0,99d475ea66b8b08b44bfcf5c30b288c8,40.6823687,-73.944118,Halsey St & Tompkins Ave,2022-12-05T01:39:36.499000Z,0,True,1670199670,"['creditcard', 'key']",True,1,1,21,3047
5,11,733f4db0daa75a17abc0545ee2f88799,40.6845683,-73.95881081,Monroe St & Classon Ave,2022-12-05T01:39:36.893000Z,3,True,1670201556,"['creditcard', 'key']",True,1,1,19,289
18,9,6aaca47bf366f7c52e8881cb65be3f49,40.804372,-73.951475,Adam Clayton Powell Blvd & W 118 St,2022-12-05T01:39:35.473000Z,1,True,1670202204,"['creditcard', 'key']",True,1,1,27,3520
34,40,024003b114b28f42e4126d957d0fb865,40.73454567,-73.99074142,Broadway & E 14 St,2022-12-05T01:39:36.894000Z,2,True,1670204246,"['creditcard', 'key']",True,1,1,77,285
15,6,d6dd46b2bb3470d434b0c8255499ca0c,40.705614,-73.92153,Willoughby Ave & Wyckoff Ave,2022-12-05T01:39:36.895000Z,2,True,1670199171,"['creditcard', 'key']",True,1,1,23,3760
20,5,140543361558b3996ebafc1496b79d1a,40.697842,-73.926241,Cedar St & Myrtle Ave,2022-12-05T01:39:36.895000Z,4,True,1670204299,"['creditcard', 'key']",True,1,1,27,3761
4,22,438969f3716267e538c234a9bb7b9b8a,40.677027,-73.9865,3 Ave & Carroll St,2022-12-05T01:39:36.896000Z,0,True,1670198523,"['creditcard', 'key']",True,1,1,27,3762
4,23,322bf18052c06f4c32aafffb445f1219,40.707165,-73.923711,Wyckoff Av & Jefferson St,2022-12-05T01:39:36.896000Z,1,True,1670203783,"['creditcard', 'key']",True,1,1,27,3763
7,13,f491c510da9a01ae4a95232b014fed5d,40.705517,-73.93936,Bushwick Ave & McKibbin St,2022-12-05T01:39:36.897000Z,0,True,1670198502,"['creditcard', 'key']",True,1,1,21,3764
18,3,25a9af3bc9b512e4c7c10783f5a86f69,40.709897,-73.94008,Bushwick Ave & Stagg St,2022-12-05T01:39:36.898000Z,2,True,1670199652,"['creditcard', 'key']",True,1,1,21,3765
0,23,68c2b5f6704c825aba6e0dff8519c841,40.707174,-73.93581,White St & Johnson Ave,2022-12-05T01:39:36.899000Z,1,True,1670183150,"['creditcard', 'key']",True,1,1,23,3769
11,3,ea577512364ea89046d6b5337f5e658d,40.71942,-74.05099,Montgomery St,2022-12-05T01:39:35.978000Z,0,True,1670199890,"['creditcard', 'key']",True,1,1,14,3483
26,14,95dcb5e099c2f8186c615f33bb9647bb,40.77112927,-73.95772297,E 75 St & 3 Ave,2022-12-05T01:39:36.506000Z,7,True,1670204106,"['creditcard', 'key']",True,1,1,41,3135
9,14,c52672bc4a6cdf5b446425966312ecab,40.6917823,-73.9737299,Washington Park,2022-12-05T01:39:36.900000Z,1,True,1670204095,"['creditcard', 'key']",True,1,1,24,262
36,5,5d4eac09b951da10eb38d9b38d50aeb7,40.69474881,-73.98362464,Johnson St & Gold St,2022-12-05T01:39:36.901000Z,1,True,1670203931,"['creditcard', 'key']",True,1,1,41,261
3,46,9b842edd915ea5ba2356debf55c16565,40.70365182,-74.01167797,Broad St & Bridge St,2022-12-05T01:39:36.901000Z,6,True,1670204198,"['creditcard', 'key']",True,1,1,49,260
59,15,553100c2aece072c174ee62dded01cf3,40.75097711,-73.98765428,Broadway & W 36 St,2022-12-05T01:39:36.902000Z,4,True,1670202018,"['creditcard', 'key']",True,1,1,78,267
0,32,88baf784aeeca189b3e6db060603a440,40.72229346,-73.99147535,Stanton St & Chrystie St,2022-12-05T01:39:36.903000Z,5,True,1670204051,"['creditcard', 'key']",True,1,1,35,265
13,13,c09e50558b620375b68a6e5d8c3822f1,40.76315481910373,-73.93985509872437,35 Ave & 10 St,2022-12-05T01:39:35.985000Z,1,True,1670203444,"['creditcard', 'key']",True,1,1,26,3646
49,20,f8fa1dbcc5f1539cba71fefc650ae103,40.74286877312112,-73.98918628692627,Broadway & W 25 St,2022-12-05T01:39:35.987000Z,6,True,1670203937,"['creditcard', 'key']",True,1,1,73,3641
16,0,e4672652b99033ad9d6020ee08ce7ead,40.73367,-74.0625,Journal Square,2022-12-05T01:39:35.988000Z,0,True,1670202348,"['creditcard', 'key']",True,1,1,18,3640
25,3,cf5ebf70e0920b8dc890dc6e015f3d52,40.74144387,-73.97536082,1 Ave & E 30 St,2022-12-05T01:39:35.588000Z,1,True,1670203233,"['creditcard', 'key']",True,1,1,29,536
6,27,84bc89e7baa8992bb2455bab121e5666,40.710451,-73.960876,S 5 Pl & S 5 St,2022-12-05T01:39:35.589000Z,2,True,1670204292,"['creditcard', 'key']",True,1,1,43,532
5,60,d011df899229420210406a4c7382ae43,40.71893904,-73.99266288,Forsyth St & Broome St,2022-12-05T01:39:35.590000Z,1,True,1670203590,"['creditcard', 'key']",True,1,1,66,531
8,9,f8e3c1bda1173342a3bd738e6356c194,40.77149671054441,-73.99046033620834,11 Ave & W 59 St,2022-12-05T01:39:35.590000Z,1,True,1670204336,"['creditcard', 'key']",True,1,1,24,530
20,1,a03f1915d9663980a23e084a7beedc01,40.7569332,-73.9262231,34 St & 35 Ave,2022-12-05T01:39:36.726000Z,0,True,1670199176,"['creditcard', 'key']",True,1,1,21,3568
17,9,e16e3209a97b72c45e0923875e2a0905,40.71534825,-73.96024116,Metropolitan Ave & Bedford Ave,2022-12-05T01:39:35.591000Z,0,True,1670203730,"['creditcard', 'key']",True,1,1,31,539
45,26,1508d4ff3c8ca332a0b5062a6c72df1e,40.78720869,-73.98128127,Riverside Dr & W 82 St,2022-12-05T01:39:36.848000Z,7,True,1670204189,"['creditcard', 'key']",True,1,1,75,3169
28,13,65f4f7625a8a8a0c0954c6c446f2ed7a,40.78057799010334,-73.98562431335449,Riverside Dr & W 72 St,2022-12-05T01:39:36.849000Z,9,True,1670203937,"['creditcard', 'key']",True,1,1,41,3166
16,3,59dad6f01fb003cb0e6dc94a53cf2c71,40.7576314,-73.9391224,21 St & 38 Ave,2022-12-05T01:39:36.592000Z,1,True,1670203463,"['creditcard', 'key']",True,1,1,19,3559
43,6,61b7013e9bec1a33774e207f2b3e146b,40.68764484,-73.96968902,Clermont Ave & Lafayette Ave,2022-12-05T01:39:35.593000Z,1,True,1670203005,"['creditcard', 'key']",True,1,1,51,420
109,4,54bab4ec7780995954a8ef770d5c68cd,40.770513,-73.988038,W 59 St & 10 Ave,2022-12-05T01:39:35.595000Z,0,True,1670203412,"['creditcard', 'key']",True,1,1,117,422
5,64,1cf7e0ac388370af14b146948d8c520d,40.701907,-74.013942,Bus Slip & State St,2022-12-05T01:39:35.595000Z,2,True,1670203709,"['creditcard', 'key']",True,1,1,69,427
13,64,59dc3a58b475898d4fc71e12e77682fa,40.71754834,-74.01322069,West St & Chambers St,2022-12-05T01:39:35.596000Z,3,True,1670203775,"['creditcard', 'key']",True,1,1,81,426
5,42,822036fd56ec20279c7eb8c3e1d0a225,40.71307916,-73.99851193,St James Pl & Oliver St,2022-12-05T01:39:36.522000Z,1,True,1670202995,"['creditcard', 'key']",True,1,1,48,308
30,11,6b30b3eb363292d29ea6c3a60d22a748,40.77748046,-73.98288594,W 70 St & Amsterdam Ave,2022-12-05T01:39:36.934000Z,8,True,1670203964,"['creditcard', 'key']",True,1,1,43,3175
5,49,0ba48fdfd84cd4b871bfd83c406d9d25,40.72217444,-73.98368779,E 2 St & Avenue B,2022-12-05T01:39:35.661000Z,4,True,1670204255,"['creditcard', 'key']",True,1,1,58,301
25,29,083971b0b85af53ac352c8491706b8d4,40.72082834,-73.97793172,Avenue D & E 3 St,2022-12-05T01:39:35.587000Z,13,True,1670204144,"['creditcard', 'key']",True,1,1,55,302
4,57,d71d6e21ef945a6d86a80f3055e8f9d6,40.72362738,-73.99949601,Mercer St & Spring St,2022-12-05T01:39:35.663000Z,9,True,1670203964,"['creditcard', 'key']",True,1,1,67,303
1,27,fdf85ee78d2b08da8702caf317743a25,40.71427487,-73.98990025,Canal St & Rutgers St,2022-12-05T01:39:36.531000Z,12,True,1670204136,"['creditcard', 'key']",True,1,1,31,307
8,41,c03e29a91278134e8e4a369bbe8ad790,40.72951496224949,-73.99075269699097,Cooper Square & Astor Pl,2022-12-05T01:39:36.013000Z,3,True,1670203707,"['creditcard', 'key']",True,1,1,59,3263
1,11,f130c0465cb97f328451476e33dd2ee0,40.7124188237569,-74.03852552175522,Morris Canal,2022-12-05T01:39:36.631000Z,4,True,1670197783,"['creditcard', 'key']",True,1,1,14,3267
6,7,25dd47e4d0e1afb1998d7f4af9927bb7,40.72601172964625,-74.05038893222809,Brunswick & 6th,2022-12-05T01:39:36.015000Z,3,True,1670204068,"['creditcard', 'key']",True,1,1,14,3269
9,5,b41b2fbef248257985d2e69d3cd81925,40.71346382669195,-74.06285852193832,Lafayette Park,2022-12-05T01:39:36.015000Z,4,True,1670203754,"['creditcard', 'key']",True,1,1,14,3268
23,7,d3be06c43e62705ef9de535c1734b8e2,40.8011939,-73.9500739,Lenox Ave & W 115 St,2022-12-05T01:39:36.921000Z,1,True,1670201933,"['creditcard', 'key']",True,1,1,31,3509
35,43,3bc88c1c5458d3a613b727bb44313c3e,40.735367055605394,-73.98797392845154,E 16 St & Irving Pl,2022-12-05T01:39:36.022000Z,10,True,1670204073,"['creditcard', 'key']",True,1,1,79,3463
27,6,40b57b825e77a7fd2821dfe266acb802,40.714851505262516,-74.01122331619263,Murray St & Greenwich St,2022-12-05T01:39:36.024000Z,2,True,1670204088,"['creditcard', 'key']",True,1,1,33,3461
13,17,d8515357672a4247a53fc8df455bbe4a,40.7989445,-73.944846,E 115 St & Madison Ave,2022-12-05T01:39:36.921000Z,4,True,1670203068,"['creditcard', 'key']",True,1,1,31,3500
